sentence_id,target_id
11,_0e5u8FkHEeyewPSmlgszyA
12,_0e5u8FkHEeyewPSmlgszyA
12,_yGgUMFkHEeyewPSmlgszyA
13,_0e5u8FkHEeyewPSmlgszyA
13,_yGgUMFkHEeyewPSmlgszyA
14,_0e5u8FkHEeyewPSmlgszyA
15,_yGgUMFkHEeyewPSmlgszyA
19,_yGgUMFkHEeyewPSmlgszyA
20,_yGgUMFkHEeyewPSmlgszyA
21,_yGgUMFkHEeyewPSmlgszyA
26,_XuNf4FkJEeyewPSmlgszyA
30,_4yx-8FkHEeyewPSmlgszyA
36,_4yx-8FkHEeyewPSmlgszyA
37,_4yx-8FkHEeyewPSmlgszyA
38,_4yx-8FkHEeyewPSmlgszyA
4,_0e5u8FkHEeyewPSmlgszyA
46,_6sergFkHEeyewPSmlgszyA
47,_6sergFkHEeyewPSmlgszyA
48,_RDHFIFwPEeyiuNx_RO7j-Q
49,_RDHFIFwPEeyiuNx_RO7j-Q
5,_0e5u8FkHEeyewPSmlgszyA
51,_XuNf4FkJEeyewPSmlgszyA
52,_XuNf4FkJEeyewPSmlgszyA
53,_XuNf4FkJEeyewPSmlgszyA
54,_XuNf4FkJEeyewPSmlgszyA
57,_9wZIcFkHEeyewPSmlgszyA
58,_nwrCMFwPEeyiuNx_RO7j-Q
6,_0e5u8FkHEeyewPSmlgszyA
60,_6sergFkHEeyewPSmlgszyA
60,_9wZIcFkHEeyewPSmlgszyA
60,_XuNf4FkJEeyewPSmlgszyA
61,_nwrCMFwPEeyiuNx_RO7j-Q
62,_nwrCMFwPEeyiuNx_RO7j-Q
63,_nwrCMFwPEeyiuNx_RO7j-Q
67,_oN4CMFkHEeyewPSmlgszyA
67,_s0aIcFkHEeyewPSmlgszyA
68,_oN4CMFkHEeyewPSmlgszyA
69,_oN4CMFkHEeyewPSmlgszyA
70,_s0aIcFkHEeyewPSmlgszyA
72,_0e5u8FkHEeyewPSmlgszyA
72,_nwrCMFwPEeyiuNx_RO7j-Q
73,_0e5u8FkHEeyewPSmlgszyA
78,_4yx-8FkHEeyewPSmlgszyA
79,_2BgxMFkHEeyewPSmlgszyA
79,_6sergFkHEeyewPSmlgszyA
8,_yGgUMFkHEeyewPSmlgszyA
80,_2BgxMFkHEeyewPSmlgszyA
9,_yGgUMFkHEeyewPSmlgszyA
