sentence_id,target_id
1,_1lMqsKESEeu-mYqkDskRow
1,_3LCnIKESEeu-mYqkDskRow
1,_9JlCIKESEeu-mYqkDskRow
1,_Bae2oKETEeu-mYqkDskRow
1,_EIoe8KETEeu-mYqkDskRow
1,_GaP8QKETEeu-mYqkDskRow
1,_zUmhEKESEeu-mYqkDskRow
10,_Bae2oKETEeu-mYqkDskRow
101,_9JlCIKESEeu-mYqkDskRow
118,_9JlCIKESEeu-mYqkDskRow
119,_9JlCIKESEeu-mYqkDskRow
120,_9JlCIKESEeu-mYqkDskRow
122,_3LCnIKESEeu-mYqkDskRow
123,_9JlCIKESEeu-mYqkDskRow
125,_9JlCIKESEeu-mYqkDskRow
128,_9JlCIKESEeu-mYqkDskRow
129,_3LCnIKESEeu-mYqkDskRow
131,_3LCnIKESEeu-mYqkDskRow
131,_9JlCIKESEeu-mYqkDskRow
137,_KGVMcKETEeu-mYqkDskRow
138,_KGVMcKETEeu-mYqkDskRow
141,_KGVMcKETEeu-mYqkDskRow
15,_EIoe8KETEeu-mYqkDskRow
155,_zUmhEKESEeu-mYqkDskRow
16,_EIoe8KETEeu-mYqkDskRow
163,_Bae2oKETEeu-mYqkDskRow
168,_Bae2oKETEeu-mYqkDskRow
174,_zUmhEKESEeu-mYqkDskRow
175,_zUmhEKESEeu-mYqkDskRow
176,_3LCnIKESEeu-mYqkDskRow
177,_9JlCIKESEeu-mYqkDskRow
18,_GaP8QKETEeu-mYqkDskRow
185,_EIoe8KETEeu-mYqkDskRow
186,_EIoe8KETEeu-mYqkDskRow
188,_EIoe8KETEeu-mYqkDskRow
19,_GaP8QKETEeu-mYqkDskRow
192,_EIoe8KETEeu-mYqkDskRow
194,_GaP8QKETEeu-mYqkDskRow
20,_zUmhEKESEeu-mYqkDskRow
25,_1lMqsKESEeu-mYqkDskRow
29,_1lMqsKESEeu-mYqkDskRow
4,_1lMqsKESEeu-mYqkDskRow
47,_3LCnIKESEeu-mYqkDskRow
5,_1lMqsKESEeu-mYqkDskRow
68,_3LCnIKESEeu-mYqkDskRow
7,_1lMqsKESEeu-mYqkDskRow
77,_3LCnIKESEeu-mYqkDskRow
78,_3LCnIKESEeu-mYqkDskRow
81,_1lMqsKESEeu-mYqkDskRow
85,_1lMqsKESEeu-mYqkDskRow
88,_3LCnIKESEeu-mYqkDskRow
88,_9JlCIKESEeu-mYqkDskRow
9,_9JlCIKESEeu-mYqkDskRow
9,_KGVMcKETEeu-mYqkDskRow
96,_3LCnIKESEeu-mYqkDskRow
97,_1lMqsKESEeu-mYqkDskRow
97,_3LCnIKESEeu-mYqkDskRow
