sentence_id,target_id
1,_1lMqsKESEeu-mYqkDskRow
1,_3LCnIKESEeu-mYqkDskRow
1,_9JlCIKESEeu-mYqkDskRow
1,_Bae2oKETEeu-mYqkDskRow
1,_EIoe8KETEeu-mYqkDskRow
1,_GaP8QKETEeu-mYqkDskRow
1,_zUmhEKESEeu-mYqkDskRow
4,_1lMqsKESEeu-mYqkDskRow
4,_GaP8QKETEeu-mYqkDskRow
5,_1lMqsKESEeu-mYqkDskRow
7,_1lMqsKESEeu-mYqkDskRow
7,_3LCnIKESEeu-mYqkDskRow
8,_3LCnIKESEeu-mYqkDskRow
9,_9JlCIKESEeu-mYqkDskRow
9,_KGVMcKETEeu-mYqkDskRow
10,_Bae2oKETEeu-mYqkDskRow
15,_EIoe8KETEeu-mYqkDskRow
16,_EIoe8KETEeu-mYqkDskRow
17,_EIoe8KETEeu-mYqkDskRow
18,_GaP8QKETEeu-mYqkDskRow
20,_zUmhEKESEeu-mYqkDskRow
22,_1lMqsKESEeu-mYqkDskRow
22,_3LCnIKESEeu-mYqkDskRow
23,_1lMqsKESEeu-mYqkDskRow
25,_1lMqsKESEeu-mYqkDskRow
26,_1lMqsKESEeu-mYqkDskRow
29,_1lMqsKESEeu-mYqkDskRow
47,_3LCnIKESEeu-mYqkDskRow
68,_3LCnIKESEeu-mYqkDskRow
77,_3LCnIKESEeu-mYqkDskRow
79,_3LCnIKESEeu-mYqkDskRow
81,_1lMqsKESEeu-mYqkDskRow
84,_3LCnIKESEeu-mYqkDskRow
85,_1lMqsKESEeu-mYqkDskRow
85,_3LCnIKESEeu-mYqkDskRow
86,_3LCnIKESEeu-mYqkDskRow
87,_3LCnIKESEeu-mYqkDskRow
88,_3LCnIKESEeu-mYqkDskRow
88,_9JlCIKESEeu-mYqkDskRow
97,_1lMqsKESEeu-mYqkDskRow
97,_3LCnIKESEeu-mYqkDskRow
101,_9JlCIKESEeu-mYqkDskRow
117,_3LCnIKESEeu-mYqkDskRow
118,_9JlCIKESEeu-mYqkDskRow
119,_3LCnIKESEeu-mYqkDskRow
122,_3LCnIKESEeu-mYqkDskRow
123,_9JlCIKESEeu-mYqkDskRow
125,_9JlCIKESEeu-mYqkDskRow
127,_zUmhEKESEeu-mYqkDskRow
128,_9JlCIKESEeu-mYqkDskRow
129,_3LCnIKESEeu-mYqkDskRow
130,_9JlCIKESEeu-mYqkDskRow
131,_3LCnIKESEeu-mYqkDskRow
131,_9JlCIKESEeu-mYqkDskRow
132,_9JlCIKESEeu-mYqkDskRow
133,_9JlCIKESEeu-mYqkDskRow
137,_KGVMcKETEeu-mYqkDskRow
155,_zUmhEKESEeu-mYqkDskRow
156,_zUmhEKESEeu-mYqkDskRow
157,_zUmhEKESEeu-mYqkDskRow
158,_zUmhEKESEeu-mYqkDskRow
159,_zUmhEKESEeu-mYqkDskRow
160,_zUmhEKESEeu-mYqkDskRow
163,_Bae2oKETEeu-mYqkDskRow
173,_Bae2oKETEeu-mYqkDskRow
174,_zUmhEKESEeu-mYqkDskRow
175,_zUmhEKESEeu-mYqkDskRow
176,_3LCnIKESEeu-mYqkDskRow
177,_9JlCIKESEeu-mYqkDskRow
185,_3LCnIKESEeu-mYqkDskRow
185,_EIoe8KETEeu-mYqkDskRow
186,_EIoe8KETEeu-mYqkDskRow
187,_EIoe8KETEeu-mYqkDskRow
188,_EIoe8KETEeu-mYqkDskRow
189,_EIoe8KETEeu-mYqkDskRow
190,_EIoe8KETEeu-mYqkDskRow
194,_GaP8QKETEeu-mYqkDskRow
195,_GaP8QKETEeu-mYqkDskRow
196,_GaP8QKETEeu-mYqkDskRow
197,_GaP8QKETEeu-mYqkDskRow
198,_GaP8QKETEeu-mYqkDskRow
