sentence_id,target_id
1,_1lMqsKESEeu-mYqkDskRow
1,_3LCnIKESEeu-mYqkDskRow
1,_9JlCIKESEeu-mYqkDskRow
1,_Bae2oKETEeu-mYqkDskRow
1,_EIoe8KETEeu-mYqkDskRow
1,_GaP8QKETEeu-mYqkDskRow
1,_KGVMcKETEeu-mYqkDskRow
1,_zUmhEKESEeu-mYqkDskRow
2,_1lMqsKESEeu-mYqkDskRow
2,_3LCnIKESEeu-mYqkDskRow
2,_9JlCIKESEeu-mYqkDskRow
2,_EIoe8KETEeu-mYqkDskRow
2,_GaP8QKETEeu-mYqkDskRow
2,_KGVMcKETEeu-mYqkDskRow
2,_zUmhEKESEeu-mYqkDskRow
3,_1lMqsKESEeu-mYqkDskRow
3,_3LCnIKESEeu-mYqkDskRow
3,_9JlCIKESEeu-mYqkDskRow
3,_Bae2oKETEeu-mYqkDskRow
3,_EIoe8KETEeu-mYqkDskRow
3,_GaP8QKETEeu-mYqkDskRow
3,_KGVMcKETEeu-mYqkDskRow
3,_zUmhEKESEeu-mYqkDskRow
4,_1lMqsKESEeu-mYqkDskRow
4,_GaP8QKETEeu-mYqkDskRow
5,_1lMqsKESEeu-mYqkDskRow
5,_GaP8QKETEeu-mYqkDskRow
6,_1lMqsKESEeu-mYqkDskRow
6,_9JlCIKESEeu-mYqkDskRow
6,_EIoe8KETEeu-mYqkDskRow
6,_GaP8QKETEeu-mYqkDskRow
6,_KGVMcKETEeu-mYqkDskRow
7,_1lMqsKESEeu-mYqkDskRow
7,_3LCnIKESEeu-mYqkDskRow
7,_GaP8QKETEeu-mYqkDskRow
8,_1lMqsKESEeu-mYqkDskRow
8,_3LCnIKESEeu-mYqkDskRow
8,_Bae2oKETEeu-mYqkDskRow
8,_GaP8QKETEeu-mYqkDskRow
8,_KGVMcKETEeu-mYqkDskRow
9,_9JlCIKESEeu-mYqkDskRow
9,_KGVMcKETEeu-mYqkDskRow
10,_1lMqsKESEeu-mYqkDskRow
10,_3LCnIKESEeu-mYqkDskRow
10,_Bae2oKETEeu-mYqkDskRow
10,_GaP8QKETEeu-mYqkDskRow
11,_1lMqsKESEeu-mYqkDskRow
11,_Bae2oKETEeu-mYqkDskRow
12,_1lMqsKESEeu-mYqkDskRow
12,_9JlCIKESEeu-mYqkDskRow
12,_Bae2oKETEeu-mYqkDskRow
12,_GaP8QKETEeu-mYqkDskRow
