sentence_id,target_id
1,_Coy0kEl4Ee243f2e4VWs6w
1,_EBiwMEl4Ee243f2e4VWs6w
1,_He3LoEl4Ee243f2e4VWs6w
1,_KsOfgEl4Ee243f2e4VWs6w
1,_MFIzMEl4Ee243f2e4VWs6w
1,_NUdtEEl4Ee243f2e4VWs6w
2,_EBiwMEl4Ee243f2e4VWs6w
2,_KsOfgEl4Ee243f2e4VWs6w
2,_NUdtEEl4Ee243f2e4VWs6w
3,_Coy0kEl4Ee243f2e4VWs6w
3,_EBiwMEl4Ee243f2e4VWs6w
3,_He3LoEl4Ee243f2e4VWs6w
3,_KsOfgEl4Ee243f2e4VWs6w
3,_MFIzMEl4Ee243f2e4VWs6w
4,_Coy0kEl4Ee243f2e4VWs6w
4,_He3LoEl4Ee243f2e4VWs6w
4,_KsOfgEl4Ee243f2e4VWs6w
4,_MFIzMEl4Ee243f2e4VWs6w
4,_NUdtEEl4Ee243f2e4VWs6w
5,_He3LoEl4Ee243f2e4VWs6w
5,_MFIzMEl4Ee243f2e4VWs6w
6,_Coy0kEl4Ee243f2e4VWs6w
6,_He3LoEl4Ee243f2e4VWs6w
6,_KsOfgEl4Ee243f2e4VWs6w
6,_MFIzMEl4Ee243f2e4VWs6w
7,_Coy0kEl4Ee243f2e4VWs6w
7,_He3LoEl4Ee243f2e4VWs6w
7,_NUdtEEl4Ee243f2e4VWs6w
8,_Coy0kEl4Ee243f2e4VWs6w
8,_EBiwMEl4Ee243f2e4VWs6w
8,_He3LoEl4Ee243f2e4VWs6w
8,_KsOfgEl4Ee243f2e4VWs6w
8,_MFIzMEl4Ee243f2e4VWs6w
8,_NUdtEEl4Ee243f2e4VWs6w
9,_He3LoEl4Ee243f2e4VWs6w
9,_MFIzMEl4Ee243f2e4VWs6w
10,_EBiwMEl4Ee243f2e4VWs6w
11,_Coy0kEl4Ee243f2e4VWs6w
11,_NUdtEEl4Ee243f2e4VWs6w
12,_Coy0kEl4Ee243f2e4VWs6w
12,_MFIzMEl4Ee243f2e4VWs6w
13,_Coy0kEl4Ee243f2e4VWs6w
13,_EBiwMEl4Ee243f2e4VWs6w
13,_He3LoEl4Ee243f2e4VWs6w
13,_KsOfgEl4Ee243f2e4VWs6w
13,_MFIzMEl4Ee243f2e4VWs6w
13,_NUdtEEl4Ee243f2e4VWs6w
