sentence_id,target_id
1,_1lMqsKESEeu-mYqkDskRow
1,_3LCnIKESEeu-mYqkDskRow
1,_9JlCIKESEeu-mYqkDskRow
1,_Bae2oKETEeu-mYqkDskRow
1,_EIoe8KETEeu-mYqkDskRow
1,_GaP8QKETEeu-mYqkDskRow
1,_zUmhEKESEeu-mYqkDskRow
4,_1lMqsKESEeu-mYqkDskRow
5,_1lMqsKESEeu-mYqkDskRow
6,_KGVMcKETEeu-mYqkDskRow
7,_1lMqsKESEeu-mYqkDskRow
10,_Bae2oKETEeu-mYqkDskRow
15,_EIoe8KETEeu-mYqkDskRow
16,_EIoe8KETEeu-mYqkDskRow
17,_EIoe8KETEeu-mYqkDskRow
18,_GaP8QKETEeu-mYqkDskRow
20,_zUmhEKESEeu-mYqkDskRow
25,_1lMqsKESEeu-mYqkDskRow
29,_1lMqsKESEeu-mYqkDskRow
31,_KGVMcKETEeu-mYqkDskRow
35,_KGVMcKETEeu-mYqkDskRow
41,_KGVMcKETEeu-mYqkDskRow
42,_KGVMcKETEeu-mYqkDskRow
47,_1lMqsKESEeu-mYqkDskRow
47,_3LCnIKESEeu-mYqkDskRow
58,_KGVMcKETEeu-mYqkDskRow
62,_KGVMcKETEeu-mYqkDskRow
68,_3LCnIKESEeu-mYqkDskRow
69,_KGVMcKETEeu-mYqkDskRow
77,_3LCnIKESEeu-mYqkDskRow
81,_1lMqsKESEeu-mYqkDskRow
87,_3LCnIKESEeu-mYqkDskRow
88,_3LCnIKESEeu-mYqkDskRow
88,_9JlCIKESEeu-mYqkDskRow
97,_1lMqsKESEeu-mYqkDskRow
97,_3LCnIKESEeu-mYqkDskRow
101,_9JlCIKESEeu-mYqkDskRow
118,_9JlCIKESEeu-mYqkDskRow
122,_3LCnIKESEeu-mYqkDskRow
128,_9JlCIKESEeu-mYqkDskRow
129,_3LCnIKESEeu-mYqkDskRow
131,_1lMqsKESEeu-mYqkDskRow
131,_9JlCIKESEeu-mYqkDskRow
155,_zUmhEKESEeu-mYqkDskRow
163,_Bae2oKETEeu-mYqkDskRow
174,_zUmhEKESEeu-mYqkDskRow
175,_zUmhEKESEeu-mYqkDskRow
176,_3LCnIKESEeu-mYqkDskRow
177,_9JlCIKESEeu-mYqkDskRow
185,_EIoe8KETEeu-mYqkDskRow
186,_EIoe8KETEeu-mYqkDskRow
194,_GaP8QKETEeu-mYqkDskRow
