sentence_id,target_id
1,bbb-common-web/src/main/java/org/bigbluebutton/api/HTML5LoadBalancingService.java
1,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/Meeting.java
1,bbb-common-web/src/main/java/org/bigbluebutton/api2/IBbbWebApiGWApp.java
1,bbb-common-web/src/main/java/org/bigbluebutton/presentation/DocumentConversionServiceImp.java
1,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PresentationFileProcessor.java
1,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAliveService.java
1,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/internal/AbstractEslClientHandler.java
1,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/internal/debug/ExecutionHandler.java
1,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/outbound/AbstractOutboundPipelineFactory.java
1,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/outbound/SocketClient.java
1,bigbluebutton-html5/deploy_to_usr_share.sh
1,build/packages-template/bbb-freeswitch-core/build.sh
1,build/packages-template/bbb-graphql-server/build.sh
1,build/packages-template/bbb-lti/build.sh
1,build/packages-template/bbb-web/build.sh
2,bbb-common-web/src/main/java/org/bigbluebutton/api/HTML5LoadBalancingService.java
2,bbb-common-web/src/main/java/org/bigbluebutton/api/service/SessionService.java
2,bbb-common-web/src/main/java/org/bigbluebutton/api2/IBbbWebApiGWApp.java
2,bbb-learning-dashboard/run-dev.sh
2,bigbluebutton-html5/deploy_to_usr_share.sh
2,bigbluebutton-html5/test-html5.sh
2,bigbluebutton-tests/gns3/testclient.sh
2,bigbluebutton-tests/gns3/testcreds.sh
2,bigbluebutton-tests/gns3/testserver.sh
2,bigbluebutton-web/deploy_to_usr_share.sh
2,bigbluebutton-web/run-dev.sh
2,build/deb-helper.sh
2,build/opts-global.sh
2,build/packages-template/bbb-lti/run-prod.sh
2,build/packages-template/bbb-record-core/before-install.sh
2,build/packages-template/bbb-web/build.sh
2,record-and-playback/deploy.sh
3,bbb-common-web/src/main/java/org/bigbluebutton/api/ParamsProcessorUtil.java
3,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/Breakout.java
3,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/BreakoutRoomsParams.java
3,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/Meeting.java
3,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/MeetingInfo.java
3,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/CreateBreakoutRoom.java
3,bbb-common-web/src/main/java/org/bigbluebutton/api/util/HTML5ProcessLine.java
3,bbb-common-web/src/main/java/org/bigbluebutton/api2/domain/Meeting2.java
3,bbb-common-web/src/main/java/org/bigbluebutton/api2/domain/MeetingProp2.java
3,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PresentationFileProcessor.java
3,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/event/EslEvent.java
3,build/packages-template/bbb-etherpad/build.sh
3,build/packages-template/bbb-web/build.sh
3,build/packages-template/bbb-webrtc-sfu/build.sh
4,bbb-common-web/src/main/java/org/bigbluebutton/api/HTML5LoadBalancingService.java
4,bbb-common-web/src/main/java/org/bigbluebutton/api/util/HTML5ProcessLine.java
4,bbb-etherpad.placeholder.sh
4,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/example/HeartbeatThread.java
4,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/internal/IEslProtocolListener.java
4,bbb-graphql-middleware/demo/client/stress-test.sh
4,bbb-playback.placeholder.sh
4,bbb-webrtc-sfu.placeholder.sh
4,bigbluebutton-html5/deploy_to_usr_share.sh
4,bigbluebutton-html5/run-dev.sh
4,bigbluebutton-html5/test-html5.sh
4,bigbluebutton-tests/gns3/testclient.sh
4,build/packages-template/bbb-html5/build.sh
5,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/ESLEventListener.java
5,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/response/ConferenceMemberFlags.java
5,bbb-common-web/src/main/java/org/bigbluebutton/api/HTML5LoadBalancingService.java
5,bbb-common-web/src/main/java/org/bigbluebutton/api/domain/User.java
5,bbb-common-web/src/main/java/org/bigbluebutton/api/messaging/messages/UserSharedWebcam.java
5,bbb-common-web/src/main/java/org/bigbluebutton/api/util/HTML5ProcessLine.java
5,bbb-common-web/src/main/java/org/bigbluebutton/api2/IBbbWebApiGWApp.java
5,bbb-common-web/src/main/java/org/bigbluebutton/api2/domain/VoiceProp2.java
5,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/RemoteIceCandidate.java
5,bbb-learning-dashboard/run-dev.sh
5,bbb-webrtc-recorder.placeholder.sh
5,bbb-webrtc-sfu.placeholder.sh
5,bigbluebutton-html5/deploy_to_usr_share.sh
5,bigbluebutton-html5/test-html5.sh
5,bigbluebutton-tests/gns3/testclient.sh
5,build/packages-template/bbb-html5/build.sh
6,bbb-common-web/src/main/java/org/bigbluebutton/api/HTML5LoadBalancingService.java
6,bbb-common-web/src/main/java/org/bigbluebutton/api/util/HTML5ProcessLine.java
6,bbb-webrtc-sfu.placeholder.sh
6,bigbluebutton-html5/test-html5.sh
6,bigbluebutton-tests/gns3/testclient.sh
6,bigbluebutton-tests/gns3/testcreds.sh
6,bigbluebutton-web/run-dev.sh
6,build/opts-global.sh
6,build/packages-template/bbb-html5/after-install.sh
7,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/internal/AbstractEslClientHandler.java
7,bbb-graphql-middleware/demo/client/stress-test.sh
7,bbb-graphql-middleware/install-graphql-middleware.sh
7,bigbluebutton-web/run-dev.sh
7,build/packages-template/bbb-config/after-install.sh
7,build/packages-template/bbb-html5/after-install.sh
7,build/packages-template/bbb-html5/after-remove.sh
7,build/packages-template/bbb-html5/workers-start.sh
7,build/packages-template/bbb-learning-dashboard/after-install.sh
7,build/packages-template/bbb-learning-dashboard/opts-jammy.sh
7,build/packages-template/bbb-record-core/after-install.sh
7,build/packages-template/bbb-webhooks/after-install.sh
8,bbb-common-web/src/main/java/org/bigbluebutton/api/HTML5LoadBalancingService.java
8,bbb-common-web/src/main/java/org/bigbluebutton/api/util/HTML5ProcessLine.java
8,bbb-graphql-middleware/demo/client/stress-test.sh
8,bbb-graphql-middleware/install-graphql-middleware.sh
8,bbb-learning-dashboard/deploy.sh
8,bigbluebutton-html5/deploy_to_usr_share.sh
8,bigbluebutton-html5/run-dev.sh
8,bigbluebutton-html5/test-html5.sh
8,bigbluebutton-tests/gns3/testserver.sh
8,bigbluebutton-web/run-dev.sh
8,bigbluebutton-web/run.sh
8,build/packages-template/bbb-html5/after-install.sh
8,build/packages-template/bbb-html5/before-remove.sh
8,build/packages-template/bbb-html5/build.sh
8,build/packages-template/bbb-html5/systemd_start.sh
8,build/packages-template/bbb-html5/systemd_start_frontend.sh
8,build/packages-template/bbb-html5/workers-start.sh
8,build/packages-template/bbb-learning-dashboard/after-install.sh
8,build/packages-template/bbb-learning-dashboard/opts-jammy.sh
9,bbb-common-web/src/main/java/org/bigbluebutton/api/HTML5LoadBalancingService.java
9,bbb-common-web/src/main/java/org/bigbluebutton/api/util/HTML5ProcessLine.java
9,bbb-graphql-middleware/demo/client/run.sh
9,bbb-learning-dashboard/run-dev.sh
9,bigbluebutton-html5/deploy_to_usr_share.sh
9,bigbluebutton-html5/run-dev.sh
9,bigbluebutton-html5/test-html5.sh
9,bigbluebutton-tests/gns3/testclient.sh
9,bigbluebutton-tests/gns3/testcreds.sh
9,bigbluebutton-tests/gns3/testserver.sh
