sentence_id,target_id
1,_st2Y0HDrEeSqnN80MQ2uGw
11,_ahv3gL0YEeSAHuL4ItXOLQ
12,_tBjC0HDpEeSqnN80MQ2uGw
13,_ahv3gL0YEeSAHuL4ItXOLQ
16,_h_QpkLhEEeSNPorBlo7x9g
17,_h_QpkLhEEeSNPorBlo7x9g
17,_p_EeYHDrEeSqnN80MQ2uGw
19,_B5geQHDsEeSqnN80MQ2uGw
20,_o10-YHDrEeSqnN80MQ2uGw
23,_5LN7MLg2EeSNPorBlo7x9g
24,_5LN7MLg2EeSNPorBlo7x9g
25,_5LN7MLg2EeSNPorBlo7x9g
25,_9eK7YHDrEeSqnN80MQ2uGw
26,_9eK7YHDrEeSqnN80MQ2uGw
28,_9eK7YHDrEeSqnN80MQ2uGw
29,_tBjC0HDpEeSqnN80MQ2uGw
3,_st2Y0HDrEeSqnN80MQ2uGw
30,_tBjC0HDpEeSqnN80MQ2uGw
31,_5LN7MLg2EeSNPorBlo7x9g
32,_5LN7MLg2EeSNPorBlo7x9g
34,_5LN7MLg2EeSNPorBlo7x9g
34,_9eK7YHDrEeSqnN80MQ2uGw
35,_qxAiILg7EeSNPorBlo7x9g
36,_qxAiILg7EeSNPorBlo7x9g
6,_st2Y0HDrEeSqnN80MQ2uGw
7,_p_EeYHDrEeSqnN80MQ2uGw
8,_p_EeYHDrEeSqnN80MQ2uGw
9,_p_EeYHDrEeSqnN80MQ2uGw
